X,Y,TNT_NAME,activity_type,address,date_fixed,latitude,longitude,repair_type,truck_name,FID
-8480046.54922238,5318950.80849488,Westside,    Accessory On,100-06 COLERIDGE AVE & WILBUR AV                  ,2018/03/06 11:25:17+00,43.0458337062994,-76.1775542521147,STREET REPAIR,DP1             ,263
-8481652.7118771,5318812.98675985,Westside,    Accessory On,120 MYRTLE AVE                                    ,2018/03/06 11:51:43+00,43.0449289055736,-76.1919826567299,STREET REPAIR,DP1             ,264
-8481655.32788613,5318815.75901425,Westside,    Accessory On,120 MYRTLE AVE                                    ,2018/03/06 11:53:11+00,43.0449471055761,-76.1920061567388,STREET REPAIR,DP1             ,265
-8481657.72125608,5318818.13523294,Westside,    Accessory On,120 MYRTLE AVE                                    ,2018/03/06 11:54:52+00,43.0449627055781,-76.1920276567469,STREET REPAIR,DP1             ,266
-8481653.54677383,5318818.27232273,Westside,    Accessory On,120 MYRTLE AVE                                    ,2018/03/06 11:55:34+00,43.0449636055797,-76.1919901567348,STREET REPAIR,DP1             ,267
-8481658.94577101,5318820.55714884,Westside,    Accessory On,721 ULSTER ST & MYRTLE AVE                        ,2018/03/06 11:56:29+00,43.0449786055806,-76.1920386567516,STREET REPAIR,DP1             ,268
-8481657.27597816,5318821.71479452,Westside,    Accessory On,721 ULSTER ST & MYRTLE AVE                        ,2018/03/06 11:56:58+00,43.0449862055826,-76.1920236567473,STREET REPAIR,DP1             ,269
-8481663.5766636,5318825.88841236,Westside,    Accessory On,721 ULSTER ST & MYRTLE AVE                        ,2018/03/06 11:57:42+00,43.0450136055854,-76.1920802567676,STREET REPAIR,DP1             ,270
-8481661.62857202,5318828.49311672,Westside,    Accessory On,721 ULSTER ST & MYRTLE AVE                        ,2018/03/06 11:58:39+00,43.0450307055892,-76.1920627567632,STREET REPAIR,DP1             ,271
-8481661.4615929,5318831.61571636,Westside,    Accessory On,721 ULSTER ST & MYRTLE AVE                        ,2018/03/06 11:59:24+00,43.045051205593,-76.1920612567642,STREET REPAIR,DP1             ,272
-8481666.07022089,5318823.69497762,Westside,    Accessory On,721 ULSTER ST & MYRTLE AVE                        ,2018/03/06 12:00:24+00,43.0449992055819,-76.1921026567739,STREET REPAIR,DP1             ,273
-8481666.60455521,5318834.79924557,Westside,    Accessory On,721 ULSTER ST & MYRTLE AVE                        ,2018/03/06 12:01:12+00,43.0450721055951,-76.1921074567807,STREET REPAIR,DP1             ,274
-8481669.47659912,5318837.05361144,Westside,    Accessory On,721 ULSTER ST & MYRTLE AVE                        ,2018/03/06 12:02:55+00,43.0450869055968,-76.1921332567901,STREET REPAIR,DP1             ,275
-8481666.86059017,5318835.65224885,Westside,    Accessory On,721 ULSTER ST & MYRTLE AVE                        ,2018/03/06 12:04:00+00,43.045077705596,-76.1921097567818,STREET REPAIR,DP1             ,276
-8481667.71775052,5318835.53039119,Westside,    Accessory On,721 ULSTER ST & MYRTLE AVE                        ,2018/03/06 12:04:32+00,43.0450769055956,-76.1921174567843,STREET REPAIR,DP1             ,277
-8471979.05631262,5322469.3462004,Eastwood,    Accessory On,3001-23 JAMES ST & MIDLER AVE N                   ,2018/03/07 06:19:27+00,43.0689284133485,-76.1050827302611,STREET REPAIR,DP1             ,278
-8473981.19367548,5322685.30334464,Northside,    Accessory On,1603 TEALL AVE                                    ,2018/03/07 06:31:58+00,43.070345612913,-76.1230682362007,STREET REPAIR,DP1             ,279
-8474775.98165293,5321755.34512919,Northside,    Accessory On,206 SEDGWICK DR                                   ,2018/03/07 06:41:42+00,43.0642426115156,-76.1302079380784,STREET REPAIR,DP1             ,280
-8476954.67181833,5322597.16423115,Northside,    Accessory On,708 FIRST NORTH ST                                ,2018/03/07 06:52:59+00,43.0697672117724,-76.1497794448279,STREET REPAIR,DP1             ,281
-8476951.02053788,5322597.75852649,Northside,    Accessory On,708 FIRST NORTH ST                                ,2018/03/07 06:53:26+00,43.0697711117743,-76.1497466448176,STREET REPAIR,DP1             ,282
-8476977.23628704,5322608.59298953,Northside,    Accessory On,710 FIRST NORTH ST                                ,2018/03/07 06:54:16+00,43.0698422117783,-76.1499821448991,STREET REPAIR,DP1             ,283
-8476959.25818261,5322592.72987595,Northside,    Accessory On,708 FIRST NORTH ST                                ,2018/03/07 06:55:07+00,43.0697381117654,-76.1498206448392,STREET REPAIR,DP1             ,284
-8476958.92422451,5322601.87287818,Northside,    Accessory On,708 FIRST NORTH ST                                ,2018/03/07 06:56:15+00,43.0697981117766,-76.1498176448425,STREET REPAIR,DP1             ,285
-8476973.72972187,5322607.28249125,Northside,    Accessory On,710 FIRST NORTH ST                                ,2018/03/07 06:58:21+00,43.0698336117779,-76.1499506448882,STREET REPAIR,DP1             ,286
-8476980.99888677,5322603.18337472,Northside,    Accessory On,710 FIRST NORTH ST                                ,2018/03/07 06:59:31+00,43.0698067117704,-76.1500159449075,STREET REPAIR,DP1             ,287
-8476834.58031304,5322603.74720133,Northside,    Accessory On,814-16 POND ST                                    ,2018/03/07 07:07:20+00,43.0698104118221,-76.148700644481,STREET REPAIR,DP1             ,288
-8477737.00317137,5322250.94035654,Northside,    Accessory On,515 DANFORTH ST                                   ,2018/03/07 07:15:51+00,43.0674951110827,-76.1568072469447,STREET REPAIR,DP1             ,289
-8477785.05980801,5322191.48275713,Northside,    Accessory On,509 DANFORTH ST                                   ,2018/03/07 07:18:21+00,43.0671049109944,-76.1572389470566,STREET REPAIR,DP1             ,290
-8477773.28220092,5322169.84528439,Northside,    Accessory On,900 ALVORD ST N & DANFORTH ST                     ,2018/03/07 07:19:03+00,43.0669629109724,-76.1571331470121,STREET REPAIR,DP1             ,291
-8477783.92434767,5322169.49481812,Northside,    Accessory On,900 ALVORD ST N & DANFORTH ST                     ,2018/03/07 07:20:04+00,43.0669606109682,-76.1572287470429,STREET REPAIR,DP1             ,292
-8477773.17088027,5322148.6345141,Northside,    Accessory On,500 DANFORTH ST & ALVORD ST N                     ,2018/03/07 07:21:29+00,43.0668237109468,-76.1571321470017,STREET REPAIR,DP1             ,293
-8477765.60115168,5322133.99118754,Northside,    Accessory On,500 DANFORTH ST & ALVORD ST N                     ,2018/03/07 07:21:59+00,43.0667276109318,-76.1570641469727,STREET REPAIR,DP1             ,294
-8477826.97160429,5322085.12438935,Northside,    Accessory On,1200 SALINA ST N & DANFORTH ST                    ,2018/03/07 07:23:28+00,43.0664069108516,-76.1576154471285,STREET REPAIR,DP1             ,295
-8477849.09079245,5322050.20010018,Northside,    Accessory On,1201 SALINA ST N & DANFORTH ST                    ,2018/03/07 07:25:07+00,43.0661777108018,-76.1578141471765,STREET REPAIR,DP1             ,296
-8477846.97572002,5322023.30604954,Northside,    Accessory On,1201 SALINA ST N & DANFORTH ST                    ,2018/03/07 07:26:31+00,43.0660012107701,-76.1577951471576,STREET REPAIR,DP1             ,297
-8477850.62700091,5322031.1076017,Northside,    Accessory On,1201 SALINA ST N & DANFORTH ST                    ,2018/03/07 07:28:19+00,43.0660524107782,-76.1578279471719,STREET REPAIR,DP1             ,298
-8477843.16859251,5322029.32482492,Northside,    Accessory On,1201 SALINA ST N & DANFORTH ST                    ,2018/03/07 07:28:59+00,43.0660407107787,-76.1577609471493,STREET REPAIR,DP1             ,299
-8477843.72518952,5322017.36346537,Northside,    Accessory On,1201 SALINA ST N & DANFORTH ST                    ,2018/03/07 07:29:45+00,43.0659622107641,-76.1577659471453,STREET REPAIR,DP1             ,300
-8477885.2807727,5322089.19280003,Northside,    Accessory On,1200 SALINA ST N & DANFORTH ST                    ,2018/03/07 07:35:30+00,43.0664336108362,-76.1581392473004,STREET REPAIR,DP1             ,301
-8477884.52379975,5322086.00816143,Northside,    Accessory On,1200 SALINA ST N & DANFORTH ST                    ,2018/03/07 07:35:54+00,43.0664127108326,-76.1581324472967,STREET REPAIR,DP1             ,302
-8477889.86713693,5322083.67682349,Northside,    Accessory On,1200 SALINA ST N & DANFORTH ST                    ,2018/03/07 07:37:55+00,43.0663974108279,-76.1581804473112,STREET REPAIR,DP1             ,303
-8477894.34218166,5322079.0293872,Northside,    Accessory On,1213 SALINA ST N                                  ,2018/03/07 07:38:46+00,43.0663669108208,-76.158220647322,STREET REPAIR,DP1             ,304
-8477897.9600669,5322090.7317878,Northside,    Accessory On,1200 SALINA ST N & DANFORTH ST                    ,2018/03/07 07:39:51+00,43.0664437108336,-76.1582531473381,STREET REPAIR,DP1             ,305
-8477909.31465953,5322107.44735126,Northside,    Accessory On,1200 SALINA ST N & DANFORTH ST                    ,2018/03/07 07:41:31+00,43.0665534108498,-76.1583551473791,STREET REPAIR,DP1             ,306
-8477947.69763485,5322153.81529199,Northside,    Accessory On,1225 SALINA ST N & COURT ST                       ,2018/03/07 07:43:59+00,43.0668577108923,-76.1586999475129,STREET REPAIR,DP1             ,307
-8477957.883372,5322162.07408162,Northside,    Accessory On,1225 SALINA ST N & COURT ST                       ,2018/03/07 07:45:02+00,43.0669119108987,-76.1587914475465,STREET REPAIR,DP1             ,308
-8477973.802067,5322212.55647533,Northside,    Accessory On,1301 SALINA ST N & COURT ST                       ,2018/03/07 07:46:43+00,43.067243210954,-76.1589344476168,STREET REPAIR,DP1             ,309
-8477980.50350262,5322214.46118883,Northside,    Accessory On,1301 SALINA ST N & COURT ST                       ,2018/03/07 07:47:13+00,43.067255710954,-76.1589946476372,STREET REPAIR,DP1             ,310
-8477971.57567632,5322209.81368818,Northside,    Accessory On,1301 SALINA ST N & COURT ST                       ,2018/03/07 07:48:43+00,43.0672252109515,-76.158914447609,STREET REPAIR,DP1             ,311
-8477980.62595443,5322220.61722668,Northside,    Accessory On,1301 SALINA ST N & COURT ST                       ,2018/03/07 07:50:45+00,43.0672961109614,-76.1589957476405,STREET REPAIR,DP1             ,312
-8477974.83733902,5322220.51056293,Northside,    Accessory On,1301 SALINA ST N & COURT ST                       ,2018/03/07 07:51:19+00,43.0672954109633,-76.1589437476236,STREET REPAIR,DP1             ,313
-8477990.47773215,5322212.84599093,Northside,    Accessory On,1301 SALINA ST N & COURT ST                       ,2018/03/07 07:52:22+00,43.0672451109486,-76.1590842476655,STREET REPAIR,DP1             ,314
-8478962.51988231,5322993.55215258,Northside,    Accessory On,2028 PARK ST                                      ,2018/03/08 22:52:42+00,43.0723684115509,-76.1678162508686,STREET REPAIR,DP1             ,315
-8478008.23319834,5322244.05287178,Northside,    Accessory On,1308 SALINA ST N                                  ,2018/03/07 07:55:45+00,43.06744991098,-76.1592437477321,STREET REPAIR,DP1             ,316
-8476422.76471468,5319934.64439976,Northside,    Accessory On,205 BURNET AVE                                    ,2018/03/12 10:44:10+00,43.0522922087473,-76.1450012420185,STREET REPAIR,DP1             ,317
-8473777.74588003,5318347.15347117,Eastside,    Accessory On,709 BEECH ST S                                    ,2018/02/26 08:24:00+00,43.0418706077514,-76.121240633559,STREET REPAIR,DP1             ,318
-8479835.19802939,5320104.94659159,Westside,    Accessory On,1200-02 GENESEE ST W & EUREKA ST                  ,2018/03/05 06:19:10+00,43.053410107765,-76.1756556520449,STREET REPAIR,DP1             ,319
-8475639.63175148,5318197.12522607,Eastside,    Accessory On,745 IRVING AVE & WAVERLY AVE                      ,2018/03/05 21:52:18+00,43.0408856069233,-76.1379662389151,STREET REPAIR,DP1             ,320
-8473710.87624286,5318397.43248178,Eastside,    Accessory On,560-62 COLUMBUS AVE                               ,2018/03/22 06:00:40+00,43.0422007078353,-76.1206399333878,STREET REPAIR,DP1             ,321
-8470181.29042062,5321328.18686828,Eastwood,    Accessory On,3441 BURNET AVE                                   ,2018/03/29 05:13:11+00,43.0614391125968,-76.0889331244805,STREET REPAIR,DP2             ,322
-8475838.32580544,5314969.17906378,Eastside,    Accessory On,302-04 BRIGHTON AVE E                             ,2018/03/29 05:45:27+00,43.019688902957,-76.1397511379704,STREET REPAIR,DP2             ,323
-8475710.73135657,5314833.28887881,Eastside,    Accessory On,336 BRIGHTON AVE E                                ,2018/03/29 05:48:48+00,43.0187964028372,-76.1386049375345,STREET REPAIR,DP2             ,324
-8475702.84993359,5314824.19915202,Eastside,    Accessory On,331-35 BRIGHTON AVE E                             ,2018/03/29 05:49:25+00,43.018736702829,-76.1385341375073,STREET REPAIR,DP2             ,325
-8474530.85567602,5314549.59312913,Eastside,    Accessory On,1474 COMSTOCK AVE                                 ,2018/03/29 06:43:28+00,43.0169331029043,-76.1280059339625,STREET REPAIR,DP2             ,326
-8474631.17691594,5316116.56696616,Eastside,    Accessory On,1045 COMSTOCK AVE SYRACUSE 13210                  ,2018/03/29 07:05:50+00,43.0272242047622,-76.128907134994,STREET REPAIR,DP2             ,327
-8474630.24183207,5316119.52115433,Eastside,    Accessory On,1045 COMSTOCK AVE SYRACUSE 13210                  ,2018/03/29 07:06:55+00,43.027243604766,-76.1288987349926,STREET REPAIR,DP2             ,328
-8474630.40881138,5316119.97798762,Eastside,    Accessory On,1045 COMSTOCK AVE SYRACUSE 13210                  ,2018/03/29 07:07:31+00,43.0272466047665,-76.1289002349933,STREET REPAIR,DP2             ,329
-8474630.52013114,5316124.4701829,Eastside,    Accessory On,1043 COMSTOCK AVE SYRACUSE 13210                  ,2018/03/29 07:08:51+00,43.0272761047719,-76.1289012349958,STREET REPAIR,DP2             ,330
-8474634.34952546,5316173.85401757,Eastside,    Accessory On,1039 COMSTOCK AVE SYRACUSE 13210                  ,2018/03/29 07:10:34+00,43.0276004048302,-76.1289356350302,STREET REPAIR,DP2             ,331
-8474641.9192596,5316293.92650182,Eastside,    Accessory On,1025 COMSTOCK AVE SYRACUSE 13210                  ,2018/03/29 07:13:14+00,43.0283889049726,-76.1290036351089,STREET REPAIR,DP2             ,332
-8474642.17529471,5316297.70306153,Eastside,    Accessory On,1025 COMSTOCK AVE SYRACUSE 13210                  ,2018/03/29 07:13:54+00,43.0284137049771,-76.1290059351115,STREET REPAIR,DP2             ,333
-8474641.06210047,5316317.25591943,Eastside,    Accessory On,1023 COMSTOCK AVE SYRACUSE 13210                  ,2018/03/29 07:14:49+00,43.0285421050011,-76.1289959351174,STREET REPAIR,DP2             ,334
-8474654.6208297,5316523.97963989,Eastside,    Accessory On,953 COMSTOCK AVE                                  ,2018/03/29 07:18:33+00,43.029899605246,-76.1291177352545,STREET REPAIR,DP2             ,335
-8474651.35916847,5316541.26392995,Eastside,    Accessory On,953 COMSTOCK AVE                                  ,2018/03/29 07:19:47+00,43.030013105268,-76.1290884352532,STREET REPAIR,DP2             ,336
-8474669.13689831,5316567.80717825,Eastside,    Accessory On,951 COMSTOCK AVE                                  ,2018/03/29 07:21:31+00,43.0301874052938,-76.1292481353175,STREET REPAIR,DP2             ,337
-8474670.97367013,5316560.61932582,Eastside,    Accessory On,951 COMSTOCK AVE                                  ,2018/03/29 07:23:27+00,43.0301402052845,-76.1292646353194,STREET REPAIR,DP2             ,338
-8474672.42082422,5316565.11173281,Eastside,    Accessory On,951 COMSTOCK AVE                                  ,2018/03/29 07:24:11+00,43.0301697052894,-76.1292776353258,STREET REPAIR,DP2             ,339
-8474659.29625321,5316588.16771422,Eastside,    Accessory On,100 ACORN PATH & COMSTOCK AVE                     ,2018/03/29 07:26:00+00,43.0303211053218,-76.1291597352984,STREET REPAIR,DP2             ,340
-8474664.21657676,5316597.01549973,Eastside,    Accessory On,100 ACORN PATH & COMSTOCK AVE                     ,2018/03/29 07:26:45+00,43.0303792053308,-76.1292039353169,STREET REPAIR,DP2             ,341
-8474662.23508991,5316610.90395154,Eastside,    Accessory On,945 COMSTOCK AVE & ACORN PATH                     ,2018/03/29 07:27:38+00,43.0304704053483,-76.1291861353177,STREET REPAIR,DP2             ,342
-8474661.30000657,5316624.03099399,Eastside,    Accessory On,945 COMSTOCK AVE & ACORN PATH                     ,2018/03/29 07:28:13+00,43.0305566053645,-76.1291777353212,STREET REPAIR,DP2             ,343
-8474658.26098413,5316636.21388062,Eastside,    Accessory On,945 COMSTOCK AVE & ACORN PATH                     ,2018/03/29 07:28:54+00,43.0306366053802,-76.1291504353181,STREET REPAIR,DP2             ,344
-8474666.2982547,5316650.11761878,Eastside,    Accessory On,943 COMSTOCK AVE                                  ,2018/03/29 07:30:09+00,43.0307279053942,-76.1292226353481,STREET REPAIR,DP2             ,345
-8474663.41507886,5316648.39678269,Eastside,    Accessory On,943 COMSTOCK AVE                                  ,2018/03/29 07:31:46+00,43.0307166053931,-76.1291967353388,STREET REPAIR,DP2             ,346
-8474664.46148324,5316663.97569216,Eastside,    Accessory On,943 COMSTOCK AVE                                  ,2018/03/29 07:32:50+00,43.0308189054116,-76.1292061353492,STREET REPAIR,DP2             ,347
-8474663.62658795,5316686.20956699,Eastside,    Accessory On,941 COMSTOCK AVE                                  ,2018/03/29 07:34:10+00,43.0309649054387,-76.1291986353573,STREET REPAIR,DP2             ,348
-8474724.85237093,5317508.01677337,Eastside,    Accessory On,764 COMSTOCK AVE & EUCLID AVE                     ,2018/03/29 07:38:35+00,43.0363611064096,-76.1297486359236,STREET REPAIR,DP2             ,349
-8474722.85975152,5317510.45357996,Eastside,    Accessory On,764 COMSTOCK AVE & EUCLID AVE                     ,2018/03/29 07:39:53+00,43.0363771064132,-76.1297307359189,STREET REPAIR,DP2             ,350
-8474722.32541781,5317510.77341089,Eastside,    Accessory On,764 COMSTOCK AVE & EUCLID AVE                     ,2018/03/29 07:40:40+00,43.0363792064137,-76.1297259359175,STREET REPAIR,DP2             ,351
-8474724.08426746,5317532.17164581,Eastside,    Accessory On,764 COMSTOCK AVE & EUCLID AVE                     ,2018/03/29 07:42:41+00,43.036519706439,-76.1297417359327,STREET REPAIR,DP2             ,352
-8471849.09068145,5320880.52551757,Eastwood,    Accessory On,2304 BURNET AVE                                   ,2018/03/29 08:21:41+00,43.0585009114778,-76.1039152291322,STREET REPAIR,DP2             ,353
-8479736.06776031,5315729.05840144,Southside,    Accessory On,2111 GEDDES ST S                                  ,2018/04/03 05:14:52+00,43.0246794025193,-76.1747651496866,STREET REPAIR,DP2             ,354
-8478044.73471952,5319363.03663669,Westside,    Accessory On,122 WEST ST S & FAYETTE ST W                      ,2018/04/03 05:30:58+00,43.0485399074935,-76.1595716464758,STREET REPAIR,DP2             ,355
-8478054.39725534,5319379.89965124,Westside,    Accessory On,122 WEST ST S & FAYETTE ST W                      ,2018/04/03 05:32:01+00,43.0486506075105,-76.1596584465119,STREET REPAIR,DP2             ,356
-8478043.20964246,5319371.76518548,Westside,    Accessory On,122 WEST ST S & FAYETTE ST W                      ,2018/04/03 05:33:43+00,43.0485972075046,-76.1595579464755,STREET REPAIR,DP2             ,357
-8478046.57149222,5319372.6334707,Westside,    Accessory On,122 WEST ST S & FAYETTE ST W                      ,2018/04/03 05:34:43+00,43.0486029075044,-76.1595881464857,STREET REPAIR,DP2             ,358
-8478043.18737841,5319369.12986363,Westside,    Accessory On,122 WEST ST S & FAYETTE ST W                      ,2018/04/03 05:36:04+00,43.0485799075014,-76.1595577464741,STREET REPAIR,DP2             ,359
-8478040.51570984,5319370.53130652,Westside,    Accessory On,122 WEST ST S & FAYETTE ST W                      ,2018/04/03 05:36:55+00,43.048589107504,-76.159533746467,STREET REPAIR,DP2             ,360
-8478040.96098784,5319368.41390939,Westside,    Accessory On,122 WEST ST S & FAYETTE ST W                      ,2018/04/03 05:37:36+00,43.0485752075013,-76.1595377464673,STREET REPAIR,DP2             ,361
-8477567.70833837,5320418.71704358,Lakefront,    Accessory On,428 FRANKLIN ST N                                 ,2018/04/03 05:44:27+00,43.0554697089327,-76.1552864455846,STREET REPAIR,DP2             ,362
-8477566.78438636,5320419.89012203,Lakefront,    Accessory On,428 FRANKLIN ST N                                 ,2018/04/03 05:45:31+00,43.0554774089345,-76.1552781455825,STREET REPAIR,DP2             ,363
-8477591.14110116,5320463.9187543,Lakefront,    Accessory On,432 FRANKLIN ST N TO CLINTON                      ,2018/04/03 05:47:12+00,43.0557664089791,-76.1554969456743,STREET REPAIR,DP2             ,364
-8477620.00625632,5320498.69999651,Lakefront,    Accessory On,432 FRANKLIN ST N TO CLINTON                      ,2018/04/03 05:48:34+00,43.055994709011,-76.1557562457748,STREET REPAIR,DP2             ,365
-8477620.2511605,5320521.96373902,Lakefront,    Accessory On,432 FRANKLIN ST N TO CLINTON                      ,2018/04/03 05:50:09+00,43.056147409039,-76.1557584457865,STREET REPAIR,DP2             ,366
-8477643.92882521,5320547.25379208,Lakefront,    Accessory On,438-46 FRANKLIN ST N & GENANT DR                  ,2018/04/03 05:53:18+00,43.0563134090612,-76.1559711458675,STREET REPAIR,DP2             ,367
-8477646.02163247,5320550.1941461,Lakefront,    Accessory On,438-46 FRANKLIN ST N & GENANT DR                  ,2018/04/03 05:53:55+00,43.056332709064,-76.155989945875,STREET REPAIR,DP2             ,368
-8477645.05315352,5320568.01911069,Lakefront,    Accessory On,438-46 FRANKLIN ST N & GENANT DR                  ,2018/04/03 05:55:52+00,43.0564497090859,-76.1559812458806,STREET REPAIR,DP2             ,369
-8477661.73995198,5320594.14721759,Lakefront,    Accessory On,438-46 FRANKLIN ST N & GENANT DR                  ,2018/04/03 05:59:17+00,43.0566212091116,-76.1561311459416,STREET REPAIR,DP2             ,370
-8477661.82900731,5320588.49500848,Lakefront,    Accessory On,438-46 FRANKLIN ST N & GENANT DR                  ,2018/04/03 06:01:33+00,43.0565841091047,-76.1561319459392,STREET REPAIR,DP2             ,371
-8477668.64176302,5320601.15535185,Lakefront,    Accessory On,438-46 FRANKLIN ST N & GENANT DR                  ,2018/04/03 06:02:18+00,43.0566672091176,-76.1561931459651,STREET REPAIR,DP2             ,372
-8477693.47715184,5320646.08371244,Lakefront,    Accessory On,460 FRANKLIN ST N                                 ,2018/04/03 06:03:36+00,43.0569621091632,-76.1564162460587,STREET REPAIR,DP2             ,373
-8477704.70929281,5320659.49065722,Lakefront,    Accessory On,460 FRANKLIN ST N                                 ,2018/04/03 06:04:30+00,43.0570501091754,-76.1565171460978,STREET REPAIR,DP2             ,374
-8477692.29716568,5320661.62358278,Lakefront,    Accessory On,460 FRANKLIN ST N                                 ,2018/04/03 06:06:15+00,43.0570641091823,-76.1564056460626,STREET REPAIR,DP2             ,375
-8477700.42349095,5320658.04331583,Lakefront,    Accessory On,460 FRANKLIN ST N                                 ,2018/04/03 06:07:03+00,43.0570406091752,-76.1564786460846,STREET REPAIR,DP2             ,376
-8477731.12541584,5320646.12941591,Lakefront,    Accessory On,501 FRANKLIN ST N & PLUM ST                       ,2018/04/03 06:08:18+00,43.0569624091501,-76.1567544461684,STREET REPAIR,DP2             ,377
-8477748.3576781,5320636.37892131,Lakefront,    Accessory On,501 FRANKLIN ST N & PLUM ST                       ,2018/04/03 06:09:15+00,43.0568984091324,-76.1569092462141,STREET REPAIR,DP2             ,378
-8477776.48812195,5320625.10492416,Lakefront,    Accessory On,501 FRANKLIN ST N & PLUM ST                       ,2018/04/03 06:10:49+00,43.056824409109,-76.1571619462907,STREET REPAIR,DP2             ,379
-8477780.82958381,5320630.93997674,Lakefront,    Accessory On,501 FRANKLIN ST N & PLUM ST                       ,2018/04/03 06:11:33+00,43.0568627091145,-76.1572009463061,STREET REPAIR,DP2             ,380
-8477778.1801786,5320621.95125476,Lakefront,    Accessory On,501 FRANKLIN ST N & PLUM ST                       ,2018/04/03 06:12:09+00,43.0568037091046,-76.1571771462941,STREET REPAIR,DP2             ,381
-8478134.99261359,5319774.38406498,Westside,    Accessory On,100 WILKINSON ST & PLUM ST                        ,2018/04/03 07:08:18+00,43.0512402079583,-76.1603824469333,STREET REPAIR,DP2             ,382
-8478136.462031,5319767.89449696,Westside,    Accessory On,100 WILKINSON ST & PLUM ST                        ,2018/04/03 07:08:59+00,43.0511976079499,-76.1603956469345,STREET REPAIR,DP2             ,383
-8478171.02673535,5319601.51326194,Westside,    Accessory On,500-02 ERIE BLVD W & PLUM ST & T                  ,2018/04/03 07:12:40+00,43.0501054077372,-76.1607061469566,STREET REPAIR,DP2             ,384
-8478584.6343199,5317365.55587391,Westside,    Accessory On,112 DELAWARE ST                                   ,2018/04/03 07:20:24+00,43.0354257048955,-76.1644216471049,STREET REPAIR,DP2             ,385
-8473589.83854468,5318843.57342553,Eastside,    Accessory On,2004 GENESEE ST E & WESTCOTT S                    ,2018/04/04 05:25:13+00,43.0451297084158,-76.1195526332456,STREET REPAIR,DP2             ,386
-8476128.60261839,5315246.97976609,Southside,    Accessory On,111 MCCLURE AVE                                   ,2018/04/04 05:48:44+00,43.0215134031917,-76.1423587389474,STREET REPAIR,DP2             ,387
-8476141.23738463,5315245.83778888,Southside,    Accessory On,111 MCCLURE AVE                                   ,2018/04/04 05:51:17+00,43.0215059031859,-76.1424722389837,STREET REPAIR,DP2             ,388
-8479255.84669366,5320297.1441728,Westside,    Accessory On,532-34 GEDDES ST N & BELDEN AVE                   ,2018/04/06 05:30:36+00,43.0546717081985,-76.1704512504473,STREET REPAIR,DP2             ,389
-8479256.98215269,5320294.4781207,Westside,    Accessory On,532-34 GEDDES ST N & BELDEN AVE                   ,2018/04/06 05:31:01+00,43.0546542081949,-76.1704614504494,STREET REPAIR,DP2             ,390
-8479252.72974822,5320321.88517216,Westside,    Accessory On,600 GEDDES ST N & BELDEN AVE                      ,2018/04/06 05:32:27+00,43.0548341082294,-76.17042325045,STREET REPAIR,DP2             ,391
-8474991.25119254,5318683.17950022,Eastside,    Accessory On,1019 HARRISON ST & WALNUT AVE                     ,2018/04/06 05:49:40+00,43.0440767077352,-76.1321417372548,STREET REPAIR,DP2             ,392
-8474992.03042928,5318684.20004114,Eastside,    Accessory On,1019 HARRISON ST & WALNUT AVE                     ,2018/04/06 05:51:00+00,43.0440834077362,-76.1321487372575,STREET REPAIR,DP2             ,393
-8474993.277208,5318684.68746367,Eastside,    Accessory On,1019 HARRISON ST & WALNUT AVE                     ,2018/04/06 05:51:31+00,43.0440866077363,-76.1321599372614,STREET REPAIR,DP2             ,394
-8474992.75400638,5318687.62723174,Eastside,    Accessory On,1019 HARRISON ST & WALNUT AVE                     ,2018/04/06 05:54:56+00,43.0441059077401,-76.1321552372613,STREET REPAIR,DP2             ,395
-8474991.05081739,5318683.25566,Eastside,    Accessory On,1019 HARRISON ST & WALNUT AVE                     ,2018/04/06 06:00:15+00,43.0440772077354,-76.1321399372543,STREET REPAIR,DP2             ,396
-8474988.80216296,5318683.43844357,Eastside,    Accessory On,619 WALNUT AVE & HARRISON ST                      ,2018/04/06 06:01:32+00,43.0440784077364,-76.1321197372478,STREET REPAIR,DP2             ,397
-8474987.0767101,5318679.90463092,Eastside,    Accessory On,619 WALNUT AVE & HARRISON ST                      ,2018/04/06 06:02:38+00,43.0440552077328,-76.1321042372411,STREET REPAIR,DP2             ,398
-8474986.24181401,5318686.66761857,Eastside,    Accessory On,619 WALNUT AVE & HARRISON ST                      ,2018/04/06 06:04:32+00,43.0440996077412,-76.1320967372419,STREET REPAIR,DP2             ,399
-8474982.28997071,5318684.85501577,Eastside,    Accessory On,619 WALNUT AVE & HARRISON ST                      ,2018/04/06 06:05:37+00,43.0440877077404,-76.1320612372295,STREET REPAIR,DP2             ,400
-8474980.89847673,5318687.12457766,Eastside,    Accessory On,619 WALNUT AVE & HARRISON ST                      ,2018/04/06 06:06:41+00,43.0441026077436,-76.1320487372265,STREET REPAIR,DP2             ,401
-8474997.06207168,5318680.19403742,Eastside,    Accessory On,1019 HARRISON ST & WALNUT AVE                     ,2018/04/06 06:08:32+00,43.0440571077296,-76.1321939372703,STREET REPAIR,DP2             ,402
-8474995.83755659,5318674.49729028,Eastside,    Accessory On,1019 HARRISON ST & WALNUT AVE                     ,2018/04/06 06:09:32+00,43.0440197077232,-76.1321829372641,STREET REPAIR,DP2             ,403
