X,Y,TNT_NAME,activity_type,address,date_fixed,latitude,longitude,repair_type,truck_name,FID
-8475619.50517636,5318108.52597983,Eastside,    Accessory On,745 IRVING AVE & WAVERLY AVE                      ,2018/01/25 23:14:31+00,43.0403039068234,-76.1377854388146,STREET REPAIR,DP1             ,1
-8472560.33337244,5320301.56255832,Eastside,    Accessory On,1246 CANAL ST SYRACUSE 13210                      ,2018/01/26 00:37:11+00,43.0547007105324,-76.1103044309325,STREET REPAIR,DP1             ,2
-8472445.72993027,5320507.06424208,Eastside,    Accessory On,1832 EB I 690 SYRACUSE 13210                      ,2018/02/23 06:22:01+00,43.0560496108201,-76.1092749306954,STREET REPAIR,DP1             ,3
-8472455.02511076,5320506.83571768,Eastside,    Accessory On,1830 EB I 690 SYRACUSE 13210                      ,2018/02/23 06:24:19+00,43.0560481108166,-76.1093584307224,STREET REPAIR,DP1             ,4
-8472454.99171516,5320511.64995591,Eastside,    Accessory On,1830 EB I 690 SYRACUSE 13210                      ,2018/02/23 06:25:32+00,43.0560797108224,-76.1093581307246,STREET REPAIR,DP1             ,5
-8472450.34969074,5320508.96860797,Eastside,    Accessory On,1832 EB I 690 SYRACUSE 13210                      ,2018/02/23 06:26:32+00,43.0560621108208,-76.1093164307098,STREET REPAIR,DP1             ,6
-8477848.92351192,5316326.10327897,Southside,    Accessory On,551 CORTLAND AVE & SOUTH AVE                      ,2018/02/23 07:12:36+00,43.0286002038967,-76.1578126444699,STREET REPAIR,DP1             ,7
-8477848.19993492,5316324.6566084,Southside,    Accessory On,551 CORTLAND AVE & SOUTH AVE                      ,2018/02/23 07:13:36+00,43.0285907038952,-76.1578061444671,STREET REPAIR,DP1             ,8
-8477849.43558152,5316321.94600508,Southside,    Accessory On,551 CORTLAND AVE & SOUTH AVE                      ,2018/02/23 07:14:38+00,43.0285729038915,-76.1578172444694,STREET REPAIR,DP1             ,9
-8477842.88999372,5316328.98139304,Southside,    Accessory On,857 SOUTH AVE & CORTLAND AVE                      ,2018/02/23 07:15:59+00,43.0286191039023,-76.1577584444537,STREET REPAIR,DP1             ,10
-8477788.287768,5316371.40702746,Southside,    Accessory On,545 1/2 CORTLAND AVE                              ,2018/02/23 07:18:14+00,43.0288977039725,-76.1572679443146,STREET REPAIR,DP1             ,11
-8478691.25598971,5314074.89785327,Southside,    Accessory On,2404 SOUTH AVE & ARMSTRONG PL                     ,2018/02/23 07:28:09+00,43.013815200885,-76.165379445861,STREET REPAIR,DP1             ,12
-8478699.08175203,5314066.81367547,Southside,    Accessory On,2404 SOUTH AVE & ARMSTRONG PL                     ,2018/02/23 07:29:08+00,43.0137621008726,-76.16544974588,STREET REPAIR,DP1             ,13
-8478700.43984983,5314058.79040268,Southside,    Accessory On,2404 SOUTH AVE & ARMSTRONG PL                     ,2018/02/23 07:30:27+00,43.0137094008624,-76.1654619458802,STREET REPAIR,DP1             ,14
-8476201.28295778,5311824.41716346,Valley,    Accessory On,4852 SALINA ST S                                  ,2018/02/23 07:44:55+00,42.9990313990307,-76.1430116375447,STREET REPAIR,DP1             ,15
-8476190.94137313,5311812.84937644,Valley,    Accessory On,4852 SALINA ST S                                  ,2018/02/23 07:45:35+00,42.9989553990203,-76.1429187375091,STREET REPAIR,DP1             ,16
-8476207.62817097,5311827.35477461,Valley,    Accessory On,4852 SALINA ST S                                  ,2018/02/23 07:46:29+00,42.9990506990321,-76.1430686375646,STREET REPAIR,DP1             ,17
-8476201.23842974,5311819.89659214,Valley,    Accessory On,4852 SALINA ST S                                  ,2018/02/23 07:47:12+00,42.9990016990253,-76.1430112375425,STREET REPAIR,DP1             ,18
-8476207.63930318,5311832.13410305,Valley,    Accessory On,4852 SALINA ST S                                  ,2018/02/23 07:48:18+00,42.9990820990378,-76.1430687375669,STREET REPAIR,DP1             ,19
-8476202.39615244,5311812.74283049,Valley,    Accessory On,4852 SALINA ST S                                  ,2018/02/23 07:50:42+00,42.9989546990162,-76.1430216375425,STREET REPAIR,DP1             ,20
-8476195.10472298,5311804.14310343,Valley,    Accessory On,4852 SALINA ST S                                  ,2018/02/23 07:51:27+00,42.9988981990083,-76.1429561375172,STREET REPAIR,DP1             ,21
-8476198.47770454,5311802.08830229,Valley,    Accessory On,4852 SALINA ST S                                  ,2018/02/23 07:52:46+00,42.9988846990047,-76.1429864375261,STREET REPAIR,DP1             ,22
-8476198.17714155,5311797.06545742,Valley,    Accessory On,4852 SALINA ST S                                  ,2018/02/23 07:53:24+00,42.9988516989987,-76.1429837375228,STREET REPAIR,DP1             ,23
-8476198.67807904,5311789.71384382,Valley,    Accessory On,4871 SALINA ST S                                  ,2018/02/23 07:54:13+00,42.9988033989897,-76.1429882375208,STREET REPAIR,DP1             ,24
-8476194.1362424,5311790.82495713,Valley,    Accessory On,4871 SALINA ST S                                  ,2018/02/23 07:54:53+00,42.9988106989926,-76.1429474375081,STREET REPAIR,DP1             ,25
-8476199.03430158,5311790.85539832,Valley,    Accessory On,4871 SALINA ST S                                  ,2018/02/23 07:55:24+00,42.9988108989909,-76.1429914375224,STREET REPAIR,DP1             ,26
-8476197.27545273,5311784.61490205,Valley,    Accessory On,4871 SALINA ST S                                  ,2018/02/23 07:56:01+00,42.998769898984,-76.1429756375143,STREET REPAIR,DP1             ,27
-8476192.77814366,5311781.26634499,Valley,    Accessory On,4871 SALINA ST S                                  ,2018/02/23 07:56:48+00,42.9987478989815,-76.1429352374996,STREET REPAIR,DP1             ,28
-8476103.82311131,5319424.88317673,Eastside,    Accessory On,622 WASHINGTON ST E & ALMOND                      ,2018/02/27 21:36:42+00,43.0489459082433,-76.142136140848,STREET REPAIR,DP1             ,29
-8477982.81894887,5322215.98496008,Northside,    Accessory On,1301 SALINA ST N & COURT ST                       ,2018/03/07 07:53:00+00,43.067265710955,-76.1590154476447,STREET REPAIR,DP1             ,30
-8476438.34944842,5319934.09597516,Northside,    Accessory On,202 TOWNSEND ST N & BURNET AV                     ,2018/03/12 10:43:03+00,43.0522886087412,-76.1451412420637,STREET REPAIR,DP1             ,31
-8473796.11360281,5318362.96368319,Eastside,    Accessory On,709 BEECH ST S                                    ,2018/02/26 08:21:39+00,43.0419744077641,-76.12140563362,STREET REPAIR,DP1             ,32
-8481711.29937946,5319483.72877343,Westside,    Accessory On,414 AVERY AVE & CAYUGA ST                         ,2018/03/01 08:50:18+00,43.0493322063622,-76.1925089572181,STREET REPAIR,DP1             ,33
-8475630.77071705,5318195.22133153,Eastside,    Accessory On,745 IRVING AVE & WAVERLY AVE                      ,2018/03/05 21:51:02+00,43.0408731069241,-76.1378866388884,STREET REPAIR,DP1             ,34
-8473715.30676197,5318434.32321862,Eastside,    Accessory On,548 COLUMBUS AVE                                  ,2018/03/22 05:57:59+00,43.0424429078783,-76.1206797334182,STREET REPAIR,DP1             ,35
-8478972.19354969,5323002.80221965,Northside,    Accessory On,2028 PARK ST                                      ,2018/03/08 22:51:06+00,43.0724291115587,-76.1679031509011,STREET REPAIR,DP1             ,36
-8476119.25194766,5318472.47819765,Eastside,    Accessory On,692 E ADAMS ST SYRACUSE 13210                     ,2018/03/06 00:52:42+00,43.0426934070889,-76.142274740443,STREET REPAIR,DP1             ,37
-8476209.38701599,5311760.4900949,Valley,    Accessory On,4871 SALINA ST S                                  ,2018/02/23 07:59:04+00,42.9986113989506,-76.1430844375382,STREET REPAIR,DP1             ,38
-8476214.93072543,5311703.41272445,Valley,    Accessory On,4886 SALINA ST S                                  ,2018/02/23 08:00:38+00,42.9982363988797,-76.1431342375274,STREET REPAIR,DP1             ,39
-8474868.43202265,5312287.90154666,Valley,    Accessory On,544 SENECA TNPK E                                 ,2018/02/23 08:31:11+00,43.0020764000539,-76.1310384338799,STREET REPAIR,DP1             ,40
-8475154.85750235,5318704.23007555,Eastside,    Accessory On,1005 HARRISON ST                                  ,2018/02/23 09:09:39+00,43.0442149077038,-76.1336114377416,STREET REPAIR,DP1             ,41
-8479021.22948638,5317022.64782009,Westside,    Accessory On,942 BELLEVUE AVE                                  ,2018/02/23 11:07:46+00,43.0331741043297,-76.1683436482151,STREET REPAIR,DP1             ,42
-8479023.09965445,5317023.04378044,Westside,    Accessory On,942 BELLEVUE AVE                                  ,2018/02/23 11:08:31+00,43.0331767043295,-76.1683604482207,STREET REPAIR,DP1             ,43
-8478997.12880877,5317022.03865147,Westside,    Accessory On,936 BELLEVUE AVE                                  ,2018/02/23 11:11:01+00,43.0331701043373,-76.1681271481446,STREET REPAIR,DP1             ,44
-8478949.48405082,5317013.73871826,Westside,    Accessory On,922-24 BELLEVUE AVE                               ,2018/02/23 11:12:13+00,43.0331156043439,-76.1676991480018,STREET REPAIR,DP1             ,45
-8481391.28908279,5318484.00825439,Westside,    Accessory On,301 AVERY AVE S & BRYANT AVE                      ,2018/02/23 11:33:41+00,43.0427691052679,-76.1896342558124,STREET REPAIR,DP1             ,46
-8481386.54687472,5318555.71904029,Westside,    Accessory On,564 BRYANT AVE & AVERY AVE S                      ,2018/02/23 11:35:16+00,43.043239905356,-76.1895916558325,STREET REPAIR,DP1             ,47
-8481385.24443652,5318560.71505443,Westside,    Accessory On,564 BRYANT AVE & AVERY AVE S                      ,2018/02/23 11:36:00+00,43.0432727053625,-76.1895799558311,STREET REPAIR,DP1             ,48
-8481386.04593775,5318572.74814802,Westside,    Accessory On,564 BRYANT AVE & AVERY AVE S                      ,2018/02/23 11:36:33+00,43.0433517053768,-76.1895871558391,STREET REPAIR,DP1             ,49
-8481384.09784643,5318580.42496532,Westside,    Accessory On,564 BRYANT AVE & AVERY AVE S                      ,2018/02/23 11:37:42+00,43.0434021053867,-76.1895696558371,STREET REPAIR,DP1             ,50
-8481320.65686319,5318867.85319867,Westside,    Accessory On,618 TOMPKINS ST                                   ,2018/02/23 11:40:44+00,43.0452891057555,-76.1889997557882,STREET REPAIR,DP1             ,51
-8480595.00942149,5319368.48993928,Westside,    Accessory On,132 LOWELL AVE N                                  ,2018/02/23 11:45:16+00,43.0485757066122,-76.1824811539106,STREET REPAIR,DP1             ,52
-8480597.34713157,5319368.82506673,Westside,    Accessory On,132 LOWELL AVE N                                  ,2018/02/23 11:45:41+00,43.0485779066117,-76.1825021539176,STREET REPAIR,DP1             ,53
-8481501.66242415,5319061.65517838,Westside,    Accessory On,206 AVERY AVE                                     ,2018/02/23 11:51:27+00,43.0465614059262,-76.1906257564075,STREET REPAIR,DP1             ,54
-8481503.74409945,5319064.42750657,Westside,    Accessory On,206 AVERY AVE                                     ,2018/02/23 11:52:13+00,43.0465796059288,-76.1906444564148,STREET REPAIR,DP1             ,55
-8481506.77199056,5319063.98576173,Westside,    Accessory On,207 AVERY AVE                                     ,2018/02/23 11:52:43+00,43.0465767059272,-76.1906716564234,STREET REPAIR,DP1             ,56
-8481532.99887437,5319126.13487165,Westside,    Accessory On,216 AVERY AVE                                     ,2018/02/23 11:54:07+00,43.0469847059931,-76.1909072565293,STREET REPAIR,DP1             ,57
-8481215.07033031,5319596.33372856,Westside,    Accessory On,400 MILTON AVE & HAMILTON ST                      ,2018/02/23 12:00:43+00,43.0500714066709,-76.1880512558254,STREET REPAIR,DP1             ,58
-8481215.31523314,5319593.94207837,Westside,    Accessory On,400 MILTON AVE & HAMILTON ST                      ,2018/02/23 12:01:18+00,43.050055706668,-76.188053455825,STREET REPAIR,DP1             ,59
-8476640.50594704,5324449.8573671,Northside,    Accessory On,614 CADILLAC ST & MALVERNE DR                     ,2018/02/26 06:11:43+00,43.081924114114,-76.1469572447886,STREET REPAIR,DP1             ,60
-8476639.43727962,5324450.74136608,Northside,    Accessory On,614 CADILLAC ST & MALVERNE DR                     ,2018/02/26 06:12:45+00,43.0819299141154,-76.1469476447859,STREET REPAIR,DP1             ,61
-8476635.87505481,5324451.62536529,Northside,    Accessory On,614 CADILLAC ST & MALVERNE DR                     ,2018/02/26 06:14:26+00,43.0819357141178,-76.1469156447759,STREET REPAIR,DP1             ,62
-8473587.50081759,5318519.36134626,Eastside,    Accessory On,430-34 WESTCOTT ST                                ,2018/02/26 06:53:03+00,43.0430012080253,-76.1195316330858,STREET REPAIR,DP1             ,63
-8473585.45253763,5318506.74951815,Eastside,    Accessory On,430-34 WESTCOTT ST                                ,2018/02/26 06:54:35+00,43.0429184080108,-76.1195132330738,STREET REPAIR,DP1             ,64
-8473587.14459506,5318518.63022534,Eastside,    Accessory On,430-34 WESTCOTT ST                                ,2018/02/26 06:55:23+00,43.0429964080246,-76.1195284330843,STREET REPAIR,DP1             ,65
-8473585.11857932,5318511.97398117,Eastside,    Accessory On,430-34 WESTCOTT ST                                ,2018/02/26 06:56:00+00,43.0429527080172,-76.1195102330753,STREET REPAIR,DP1             ,66
-8473583.89406421,5318506.03362994,Eastside,    Accessory On,430-34 WESTCOTT ST                                ,2018/02/26 06:56:26+00,43.0429137080105,-76.119499233069,STREET REPAIR,DP1             ,67
-8473582.52483382,5318502.05816626,Eastside,    Accessory On,436 WESTCOTT ST                                   ,2018/02/26 06:57:22+00,43.0428876080062,-76.1194869330631,STREET REPAIR,DP1             ,68
-8473578.20563349,5318450.8799335,Eastside,    Accessory On,444 WESTCOTT ST                                   ,2018/02/26 06:59:34+00,43.0425516079459,-76.1194481330264,STREET REPAIR,DP1             ,69
-8473577.37073679,5318446.0210623,Eastside,    Accessory On,450 WESTCOTT ST                                   ,2018/02/26 07:00:17+00,43.0425197079403,-76.1194406330216,STREET REPAIR,DP1             ,70
-8473579.5748623,5318424.80351298,Eastside,    Accessory On,454 WESTCOTT ST                                   ,2018/02/26 07:01:05+00,43.042380407914,-76.119460433018,STREET REPAIR,DP1             ,71
-8473571.44853517,5318393.07628456,Eastside,    Accessory On,466-68 WESTCOTT ST & DELL ST                      ,2018/02/26 07:03:34+00,43.0421721078785,-76.1193874329794,STREET REPAIR,DP1             ,72
-8473570.19062466,5318395.89410904,Eastside,    Accessory On,466-68 WESTCOTT ST & DELL ST                      ,2018/02/26 07:05:31+00,43.0421906078823,-76.119376132977,STREET REPAIR,DP1             ,73
-8473577.21488814,5318421.25456665,Eastside,    Accessory On,454 WESTCOTT ST                                   ,2018/02/26 07:06:45+00,43.0423571079105,-76.1194392330095,STREET REPAIR,DP1             ,74
-8473575.53396344,5318424.01147353,Eastside,    Accessory On,454 WESTCOTT ST                                   ,2018/02/26 07:07:24+00,43.0423752079144,-76.1194241330059,STREET REPAIR,DP1             ,75
-8473576.32433321,5318445.70119945,Eastside,    Accessory On,450 WESTCOTT ST                                   ,2018/02/26 07:08:31+00,43.0425176079403,-76.1194312330184,STREET REPAIR,DP1             ,76
-8473576.53584051,5318449.25015518,Eastside,    Accessory On,450 WESTCOTT ST                                   ,2018/02/26 07:09:46+00,43.0425409079445,-76.1194331330207,STREET REPAIR,DP1             ,77
-8473581.52295636,5318469.24923113,Eastside,    Accessory On,440 WESTCOTT ST                                   ,2018/02/26 07:10:32+00,43.0426722079669,-76.1194779330447,STREET REPAIR,DP1             ,78
-8473579.46354521,5318471.03132922,Eastside,    Accessory On,440 WESTCOTT ST                                   ,2018/02/26 07:11:43+00,43.0426839079698,-76.1194594330395,STREET REPAIR,DP1             ,79
-8473582.33558898,5318470.68100208,Eastside,    Accessory On,440 WESTCOTT ST                                   ,2018/02/26 07:12:33+00,43.0426816079684,-76.1194852330477,STREET REPAIR,DP1             ,80
-8473579.31883122,5318497.61052315,Eastside,    Accessory On,436 WESTCOTT ST                                   ,2018/02/26 07:13:53+00,43.0428584080019,-76.1194581330517,STREET REPAIR,DP1             ,81
-8473582.21313904,5318500.12374582,Eastside,    Accessory On,436 WESTCOTT ST                                   ,2018/02/26 07:14:29+00,43.042874908004,-76.1194841330612,STREET REPAIR,DP1             ,82
-8473581.94597267,5318509.41506032,Eastside,    Accessory On,430-34 WESTCOTT ST                                ,2018/02/26 07:15:20+00,43.0429359080153,-76.1194817330649,STREET REPAIR,DP1             ,83
-8473583.63802991,5318517.60970263,Eastside,    Accessory On,430-34 WESTCOTT ST                                ,2018/02/26 07:16:45+00,43.0429897080245,-76.1194969330737,STREET REPAIR,DP1             ,84
-8473585.00726018,5318519.39180977,Eastside,    Accessory On,430-34 WESTCOTT ST                                ,2018/02/26 07:17:22+00,43.0430014080262,-76.1195092330785,STREET REPAIR,DP1             ,85
-8473584.84028182,5318536.9539613,Eastside,    Accessory On,426 WESTCOTT ST                                   ,2018/02/26 07:18:28+00,43.0431167080475,-76.1195077330863,STREET REPAIR,DP1             ,86
-8473584.94046984,5318545.54465281,Eastside,    Accessory On,426 WESTCOTT ST                                   ,2018/02/26 07:19:32+00,43.0431731080578,-76.1195086330907,STREET REPAIR,DP1             ,87
-8473589.29306769,5318628.34470126,Eastside,    Accessory On,400 WESTCOTT ST & HAWTHORNE S                     ,2018/02/26 07:21:59+00,43.0437167081562,-76.1195477331424,STREET REPAIR,DP1             ,88
-8473589.87192942,5318631.83279886,Eastside,    Accessory On,400 WESTCOTT ST & HAWTHORNE S                     ,2018/02/26 07:22:46+00,43.0437396081602,-76.1195529331457,STREET REPAIR,DP1             ,89
-8473589.87192956,5318634.49837653,Eastside,    Accessory On,400 WESTCOTT ST & HAWTHORNE S                     ,2018/02/26 07:23:13+00,43.0437571081635,-76.119552933147,STREET REPAIR,DP1             ,90
-8473593.3562323,5318663.91117239,Eastside,    Accessory On,326 WESTCOTT ST & HAWTHORNE S                     ,2018/02/26 07:24:32+00,43.0439502081977,-76.1195842331711,STREET REPAIR,DP1             ,91
-8473590.37286965,5318676.69076425,Eastside,    Accessory On,326 WESTCOTT ST & HAWTHORNE S                     ,2018/02/26 07:25:25+00,43.0440341082142,-76.1195574331684,STREET REPAIR,DP1             ,92
-8473589.6715566,5318676.17287823,Eastside,    Accessory On,326 WESTCOTT ST & HAWTHORNE S                     ,2018/02/26 07:26:48+00,43.0440307082138,-76.1195511331661,STREET REPAIR,DP1             ,93
-8473590.8404134,5318709.71367571,Eastside,    Accessory On,322 WESTCOTT ST                                   ,2018/02/26 07:27:50+00,43.0442509082539,-76.1195616331853,STREET REPAIR,DP1             ,94
-8473594.80339027,5318742.35590241,Eastside,    Accessory On,320 WESTCOTT ST                                   ,2018/02/26 07:28:31+00,43.0444652082919,-76.1195972332123,STREET REPAIR,DP1             ,95
-8473593.21152118,5318745.12813607,Eastside,    Accessory On,318 WESTCOTT ST                                   ,2018/02/26 07:29:06+00,43.0444834082958,-76.1195829332089,STREET REPAIR,DP1             ,96
-8473596.32846834,5318752.74416645,Eastside,    Accessory On,318 WESTCOTT ST                                   ,2018/02/26 07:31:36+00,43.0445334083039,-76.1196109332217,STREET REPAIR,DP1             ,97
-8473597.07430923,5318753.99319602,Eastside,    Accessory On,318 WESTCOTT ST                                   ,2018/02/26 07:32:21+00,43.0445416083052,-76.1196176332244,STREET REPAIR,DP1             ,98
-8473597.75335835,5318754.14551668,Eastside,    Accessory On,318 WESTCOTT ST                                   ,2018/02/26 07:33:06+00,43.0445426083051,-76.1196237332264,STREET REPAIR,DP1             ,99
-8473595.80526668,5318755.07467307,Eastside,    Accessory On,318 WESTCOTT ST                                   ,2018/02/26 07:34:25+00,43.0445487083069,-76.1196062332212,STREET REPAIR,DP1             ,100
-8473597.49732616,5318805.94992894,Eastside,    Accessory On,2004 GENESEE ST E & WESTCOTT S                    ,2018/02/26 07:36:19+00,43.0448827083677,-76.1196214332501,STREET REPAIR,DP1             ,101
-8473598.0873209,5318829.62072624,Eastside,    Accessory On,2004 GENESEE ST E & WESTCOTT S                    ,2018/02/26 07:37:06+00,43.0450381083961,-76.119626733263,STREET REPAIR,DP1             ,102
-8473601.25992755,5318832.28636016,Eastside,    Accessory On,2004 GENESEE ST E & WESTCOTT S                    ,2018/02/26 07:37:39+00,43.0450556083982,-76.1196552332735,STREET REPAIR,DP1             ,103
-8473596.30620861,5318832.36252141,Eastside,    Accessory On,2004 GENESEE ST E & WESTCOTT S                    ,2018/02/26 07:38:23+00,43.0450561084,-76.1196107332592,STREET REPAIR,DP1             ,104
-8473604.12084231,5318887.73172143,Eastside,    Accessory On,1939 GENESEE ST E & WESTCOTT S                    ,2018/02/26 07:39:36+00,43.0454196084641,-76.1196809333081,STREET REPAIR,DP1             ,105
-8473820.65955999,5318391.44650305,Eastside,    Accessory On,622 BEECH ST S                                    ,2018/02/26 08:15:43+00,43.04216140779,-76.121626133705,STREET REPAIR,DP1             ,106
-8473819.60202479,5318397.3410871,Eastside,    Accessory On,709 BEECH ST S                                    ,2018/02/26 08:17:08+00,43.0422001077975,-76.1216166337047,STREET REPAIR,DP1             ,107
-8473807.03404919,5318378.04281241,Eastside,    Accessory On,709 BEECH ST S                                    ,2018/02/26 08:18:49+00,43.0420734077785,-76.121503733659,STREET REPAIR,DP1             ,108
-8473794.75550502,5318371.29528026,Eastside,    Accessory On,709 BEECH ST S                                    ,2018/02/26 08:21:06+00,43.0420291077747,-76.12139343362,STREET REPAIR,DP1             ,109
-8476103.29990774,5319390.79142011,Eastside,    Accessory On,701-03 FAYETTE ST E & ALMOND ST                   ,2018/02/27 21:37:48+00,43.0487221082024,-76.1421314408304,STREET REPAIR,DP1             ,110
-8476108.89927755,5319345.18360744,Eastside,    Accessory On,701-03 FAYETTE ST E & ALMOND ST                   ,2018/02/27 21:39:23+00,43.0484227081454,-76.1421817408251,STREET REPAIR,DP1             ,111
-8476107.97532026,5319245.94092396,Eastside,    Accessory On,701-05 GENESEE ST E & ALMOND ST                   ,2018/02/27 21:41:56+00,43.047771208026,-76.1421734407756,STREET REPAIR,DP1             ,112
-8476110.36868945,5319233.90696326,Eastside,    Accessory On,701-05 GENESEE ST E & ALMOND ST                   ,2018/02/27 21:42:39+00,43.0476922080107,-76.1421949407768,STREET REPAIR,DP1             ,113
-8476119.40783442,5319222.10151019,Eastside,    Accessory On,701-05 GENESEE ST E & ALMOND ST                   ,2018/02/27 21:43:21+00,43.0476147079933,-76.1422761407976,STREET REPAIR,DP1             ,114
-8476126.73265916,5319219.69472259,Eastside,    Accessory On,701-05 GENESEE ST E & ALMOND ST                   ,2018/02/27 21:44:01+00,43.0475989079878,-76.1423419408178,STREET REPAIR,DP1             ,115
-8476137.58629721,5318918.88166684,Eastside,    Accessory On,35 E ADAMS ST TO NB I 81 RAMP SYRACUSE 13210      ,2018/02/27 21:50:06+00,43.0456241076211,-76.1424394407074,STREET REPAIR,DP1             ,116
-8476141.39342535,5318924.94413918,Eastside,    Accessory On,99 ALMOND ST FROM SB I 81 RAMP SYRACUSE 13202     ,2018/02/27 21:51:28+00,43.0456639076271,-76.1424736407213,STREET REPAIR,DP1             ,117
-8476141.48248084,5318922.47649912,Eastside,    Accessory On,8486 SB I 81 SYRACUSE 13202                       ,2018/02/27 21:54:15+00,43.0456477076241,-76.1424744407204,STREET REPAIR,DP1             ,118
-8476146.88147733,5318911.58537923,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 21:55:08+00,43.0455762076091,-76.142522940731,STREET REPAIR,DP1             ,119
-8476148.46221438,5318907.30509646,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 21:56:36+00,43.0455481076034,-76.1425371407336,STREET REPAIR,DP1             ,120
-8476146.73676137,5318900.72473696,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 21:56:59+00,43.045504907596,-76.1425216407254,STREET REPAIR,DP1             ,121
-8476161.24169623,5318910.3972571,Downtown,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 21:58:11+00,43.0455684076027,-76.1426519407723,STREET REPAIR,DP1             ,122
-8476156.69985982,5318915.75903703,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:00:14+00,43.0456036076107,-76.1426111407616,STREET REPAIR,DP1             ,123
-8476155.93175521,5318918.13528133,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:00:54+00,43.0456192076138,-76.1426042407604,STREET REPAIR,DP1             ,124
-8476152.05783511,5318907.47265178,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:03:11+00,43.0455492076023,-76.1425694407441,STREET REPAIR,DP1             ,125
-8476157.21192893,5318902.21750275,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:05:17+00,43.0455147075942,-76.1426157407567,STREET REPAIR,DP1             ,126
-8476142.65133504,5318906.66533938,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:07:10+00,43.0455439076046,-76.1424849407163,STREET REPAIR,DP1             ,127
-8476147.29335948,5318909.75750025,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:10:21+00,43.0455642076067,-76.1425266407313,STREET REPAIR,DP1             ,128
-8476161.15264075,5318912.95628794,Downtown,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:12:09+00,43.0455852076058,-76.1426511407732,STREET REPAIR,DP1             ,129
-8476151.24520192,5318895.27157186,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:13:46+00,43.0454691075879,-76.142562140736,STREET REPAIR,DP1             ,130
-8476155.58666324,5318890.85420578,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:14:43+00,43.0454401075811,-76.1426011407466,STREET REPAIR,DP1             ,131
-8476149.3082422,5318896.12458078,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:15:16+00,43.0454747075896,-76.1425447407308,STREET REPAIR,DP1             ,132
-8476151.61255661,5318899.88695977,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:15:50+00,43.0454994075933,-76.1425654407393,STREET REPAIR,DP1             ,133
-8476148.85183167,5318887.12229524,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:17:27+00,43.0454156075789,-76.1425406407252,STREET REPAIR,DP1             ,134
-8476149.14126133,5318865.99513794,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:18:41+00,43.0452769075533,-76.1425432407161,STREET REPAIR,DP1             ,135
-8476145.95752298,5318868.27997617,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:19:09+00,43.0452919075572,-76.1425146407078,STREET REPAIR,DP1             ,136
-8476148.27296759,5318838.92746555,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:20:38+00,43.0450992075209,-76.1425354407007,STREET REPAIR,DP1             ,137
-8476144.46583923,5318828.60003458,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:24:40+00,43.0450314075098,-76.1425012406848,STREET REPAIR,DP1             ,138
-8476138.53250618,5318785.4625697,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:27:48+00,43.0447482074598,-76.1424479406471,STREET REPAIR,DP1             ,139
-8476127.82356771,5318785.87383753,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:28:25+00,43.044750907464,-76.1423517406161,STREET REPAIR,DP1             ,140
-8476138.9777836,5318772.54574031,Eastside,    Accessory On,506-14 MADISON ST                                 ,2018/02/27 22:29:09+00,43.0446634074441,-76.1424519406423,STREET REPAIR,DP1             ,141
-8476142.2951049,5318760.93888747,Eastside,    Accessory On,786 ALMOND ST SYRACUSE 13210                      ,2018/02/27 22:29:47+00,43.0445872074289,-76.1424817406465,STREET REPAIR,DP1             ,142
-8476136.91837129,5318752.31753408,Eastside,    Accessory On,3 E ADAMS ST TO NB I 81 RAMP SYRACUSE 13210       ,2018/02/27 22:30:50+00,43.0445306074204,-76.1424334406267,STREET REPAIR,DP1             ,143
-8476146.04657161,5318735.425187,Eastside,    Accessory On,8475 NB I 81 SYRACUSE 13210                       ,2018/02/27 22:32:48+00,43.0444197073968,-76.1425154406454,STREET REPAIR,DP1             ,144
